antiguedad_meses,gasto_mensual,visitas_ultimo_mes,dias_desde_ultima_visita,tickets_soporte,plan,metodo_pago,descuento_activo,cancelo
10,22.87,2,35,2,estandar,transferencia,0,1
40,11.97,11,53,2,basico,tarjeta,0,1
9,24.4,10,10,0,estandar,tarjeta,0,0
4,22.19,4,55,0,estandar,transferencia,0,1
13,52.39,3,8,1,premium,tarjeta,0,0
13,43.09,6,7,2,premium,efectivo,0,1
13,5.0,8,11,0,basico,tarjeta,0,0
18,19.13,1,28,0,basico,transferencia,0,1
9,21.61,8,90,1,estandar,efectivo,0,1
19,15.6,8,60,0,basico,tarjeta,0,1
12,9.28,8,27,1,basico,transferencia,0,1
4,47.28,9,9,0,premium,tarjeta,0,0
21,11.81,6,32,1,basico,transferencia,0,0
14,29.0,9,19,0,estandar,efectivo,0,0
19,44.15,6,88,1,premium,transferencia,1,1
5,9.38,4,13,0,basico,efectivo,0,0
22,26.03,9,26,0,estandar,tarjeta,0,0
47,43.47,10,15,0,premium,tarjeta,0,0
4,17.28,5,45,1,estandar,tarjeta,0,1
24,9.59,12,4,0,basico,transferencia,0,0
14,23.48,7,56,1,basico,efectivo,1,1
12,37.71,9,3,0,premium,transferencia,0,0
22,12.96,13,5,0,basico,tarjeta,1,0
20,24.03,5,25,0,estandar,tarjeta,0,0
28,19.35,1,60,2,basico,transferencia,0,0
5,7.56,6,74,0,basico,efectivo,1,1
29,45.41,6,18,1,premium,tarjeta,0,0
16,27.74,0,37,1,estandar,tarjeta,0,1
3,44.28,14,1,0,premium,tarjeta,0,0
9,8.93,6,27,0,basico,tarjeta,0,1
14,24.91,7,8,0,estandar,efectivo,0,0
9,43.76,8,15,1,premium,tarjeta,0,0
11,10.75,7,2,1,basico,tarjeta,0,0
8,15.72,12,11,0,basico,tarjeta,1,0
60,46.61,13,16,0,premium,tarjeta,0,0
19,14.21,9,20,1,basico,efectivo,0,0
13,26.32,7,53,0,estandar,tarjeta,0,1
5,48.84,8,13,2,premium,tarjeta,1,0
28,17.22,10,19,0,basico,tarjeta,1,0
18,10.85,6,54,1,basico,efectivo,0,1
6,15.28,3,9,3,basico,efectivo,0,1
6,6.82,7,90,2,basico,tarjeta,0,1
11,5.0,6,13,2,basico,transferencia,0,0
13,32.31,10,26,1,estandar,tarjeta,0,1
19,10.67,8,7,1,basico,tarjeta,1,0
12,26.01,3,59,0,estandar,tarjeta,0,1
20,7.1,7,18,0,basico,transferencia,1,0
9,6.91,4,18,1,basico,efectivo,0,1
12,9.15,7,0,0,basico,tarjeta,1,0
29,27.57,4,33,2,estandar,tarjeta,0,0
21,22.93,11,29,0,estandar,tarjeta,1,1
12,10.66,10,3,0,basico,tarjeta,0,0
16,42.02,7,57,0,premium,tarjeta,0,0
12,29.66,4,17,2,estandar,tarjeta,0,0
4,15.47,5,39,2,basico,efectivo,0,1
35,43.06,11,16,0,premium,tarjeta,0,0
6,14.74,4,37,0,basico,efectivo,1,1
9,11.02,6,16,1,basico,tarjeta,0,0
56,23.65,11,30,0,estandar,tarjeta,1,0
5,11.8,3,16,3,basico,tarjeta,0,1
11,14.57,12,0,1,basico,efectivo,0,0
30,21.43,4,55,0,estandar,tarjeta,0,1
40,14.01,7,2,1,basico,tarjeta,0,0
18,54.99,8,1,1,premium,transferencia,0,0
28,45.73,10,5,0,premium,transferencia,0,0
11,25.14,3,27,1,estandar,transferencia,0,1
1,24.66,9,4,0,estandar,tarjeta,0,0
27,26.91,1,5,1,estandar,tarjeta,0,0
12,38.56,4,26,0,premium,transferencia,0,0
10,18.8,6,31,0,basico,transferencia,0,1
9,15.92,3,53,0,basico,transferencia,0,1
20,22.42,4,40,3,estandar,tarjeta,0,1
20,25.13,7,5,1,estandar,tarjeta,0,0
13,9.77,1,5,2,basico,efectivo,1,1
17,26.2,13,6,0,estandar,transferencia,0,0
5,12.25,8,2,1,basico,tarjeta,1,0
11,45.91,10,4,0,premium,efectivo,0,0
5,7.89,7,16,0,basico,tarjeta,1,0
5,10.07,0,27,0,basico,tarjeta,1,0
16,16.58,7,7,0,basico,tarjeta,0,0
13,9.86,17,0,0,basico,transferencia,0,0
9,5.0,9,26,0,basico,tarjeta,0,0
10,11.4,10,8,1,basico,tarjeta,0,0
17,21.65,4,6,0,basico,transferencia,0,1
20,15.4,5,49,0,basico,tarjeta,1,0
18,9.66,1,15,1,basico,efectivo,1,0
3,11.8,4,7,1,basico,tarjeta,0,0
1,14.72,9,29,0,basico,tarjeta,0,0
7,5.0,6,23,0,basico,transferencia,0,0
1,8.58,1,8,1,basico,transferencia,0,0
32,13.59,15,73,0,basico,tarjeta,0,1
10,18.38,9,27,0,basico,transferencia,0,0
4,23.24,6,1,0,estandar,efectivo,0,0
10,51.27,8,22,0,premium,transferencia,0,0
2,41.98,0,7,3,premium,transferencia,1,1
4,11.46,12,19,2,estandar,tarjeta,0,1
9,27.98,9,45,0,estandar,tarjeta,0,0
8,14.16,8,14,1,basico,tarjeta,0,0
9,27.94,5,24,0,estandar,tarjeta,1,1
17,27.79,1,6,0,estandar,transferencia,0,0
24,45.77,4,20,3,premium,tarjeta,0,1
14,43.96,6,9,0,premium,tarjeta,0,0
25,11.12,6,40,0,basico,tarjeta,0,0
8,23.16,2,18,0,estandar,tarjeta,0,0
27,43.4,6,5,0,premium,tarjeta,0,0
14,5.0,8,27,0,basico,transferencia,0,0
22,40.14,11,39,1,premium,tarjeta,0,0
9,11.35,11,8,0,basico,tarjeta,0,0
13,36.04,6,34,0,premium,tarjeta,0,0
43,16.97,21,28,0,estandar,transferencia,0,0
13,10.66,4,82,1,basico,tarjeta,1,1
24,24.49,9,14,1,estandar,tarjeta,0,0
25,10.75,15,2,0,basico,tarjeta,0,0
19,15.48,9,29,2,estandar,tarjeta,1,1
21,31.21,13,22,0,estandar,efectivo,0,0
9,19.26,11,9,0,estandar,transferencia,0,0
7,41.73,4,8,1,premium,efectivo,1,0
5,6.95,7,1,0,basico,efectivo,0,0
17,17.2,8,21,0,basico,tarjeta,0,0
13,13.69,1,10,1,basico,tarjeta,0,0
16,10.11,7,10,0,basico,tarjeta,0,0
5,9.83,4,3,0,basico,tarjeta,0,0
7,12.72,11,28,0,basico,tarjeta,0,0
23,7.01,11,59,0,basico,tarjeta,1,1
14,13.52,13,2,0,basico,tarjeta,0,0
14,42.81,6,14,0,premium,tarjeta,0,0
11,14.08,4,15,0,basico,transferencia,1,0
7,46.94,9,45,0,premium,transferencia,0,1
27,9.63,4,6,1,basico,efectivo,0,0
30,5.0,9,32,0,basico,tarjeta,0,0
13,24.01,12,18,0,estandar,tarjeta,0,0
12,6.2,4,47,0,basico,efectivo,1,1
32,12.31,12,14,1,basico,transferencia,0,0
8,23.97,2,15,0,estandar,tarjeta,0,0
9,9.65,3,35,0,basico,tarjeta,0,0
22,6.82,1,4,1,basico,tarjeta,0,0
9,29.75,6,0,0,estandar,efectivo,1,0
13,10.19,10,12,1,basico,transferencia,0,0
2,54.41,8,72,1,premium,tarjeta,0,1
31,12.14,11,1,1,basico,tarjeta,0,0
21,46.41,9,24,0,premium,tarjeta,0,0
26,25.16,7,17,1,estandar,tarjeta,1,0
6,46.37,0,14,1,premium,transferencia,0,1
35,49.37,11,25,1,premium,tarjeta,0,0
12,16.42,8,27,0,basico,tarjeta,0,0
28,17.93,10,11,0,estandar,tarjeta,0,0
16,15.42,12,2,1,basico,efectivo,0,0
22,46.99,9,84,0,premium,tarjeta,1,1
17,25.14,8,2,0,estandar,tarjeta,0,0
9,18.85,7,23,0,basico,transferencia,0,0
3,52.01,13,12,0,premium,transferencia,0,0
29,15.62,2,5,0,basico,transferencia,0,0
1,22.83,6,19,2,estandar,efectivo,0,1
23,20.23,7,19,0,estandar,tarjeta,1,0
29,15.02,6,23,1,basico,efectivo,0,0
4,30.44,7,4,2,estandar,efectivo,0,1
9,36.89,2,12,0,premium,tarjeta,1,0
4,16.35,5,5,0,basico,transferencia,0,0
8,23.98,6,0,1,estandar,tarjeta,0,0
26,5.0,4,5,1,basico,tarjeta,0,0
22,26.88,14,8,1,estandar,tarjeta,0,0
20,15.64,5,19,0,basico,tarjeta,0,0
9,43.59,8,11,0,premium,efectivo,0,1
1,40.77,2,12,0,premium,tarjeta,1,1
4,18.85,2,4,1,basico,tarjeta,0,0
11,9.33,11,2,0,basico,tarjeta,0,0
5,29.64,1,1,0,estandar,tarjeta,0,0
24,18.95,8,19,2,estandar,tarjeta,0,0
36,13.66,4,4,3,basico,tarjeta,1,0
16,13.55,2,77,0,basico,transferencia,0,1
4,15.49,7,4,1,basico,efectivo,0,0
30,50.97,5,12,1,premium,tarjeta,0,0
14,21.75,7,10,0,estandar,efectivo,0,0
13,47.08,5,1,0,premium,transferencia,1,0
19,19.53,6,27,0,estandar,transferencia,0,0
5,39.49,7,19,0,premium,tarjeta,0,0
9,9.69,0,21,1,basico,tarjeta,0,0
12,13.64,6,6,0,basico,efectivo,0,0
15,51.71,0,10,0,premium,tarjeta,0,0
16,52.44,9,1,0,premium,tarjeta,0,0
19,10.58,6,25,0,basico,transferencia,0,0
8,13.22,12,18,0,basico,tarjeta,1,0
3,28.77,1,17,0,estandar,transferencia,0,1
11,15.06,9,2,1,basico,tarjeta,0,0
12,11.32,5,33,0,basico,efectivo,0,1
2,45.3,11,14,0,premium,tarjeta,0,0
8,11.56,3,26,0,basico,tarjeta,0,0
14,24.17,11,9,0,estandar,transferencia,0,0
9,10.63,12,0,0,basico,tarjeta,1,0
14,11.52,7,20,0,basico,efectivo,0,0
8,23.38,2,37,1,estandar,transferencia,0,1
20,7.46,11,14,1,basico,tarjeta,0,0
6,28.45,6,1,1,estandar,tarjeta,1,0
13,14.07,15,66,0,basico,efectivo,0,1
13,52.51,3,6,0,premium,transferencia,1,0
23,26.48,11,90,0,estandar,efectivo,0,1
10,43.33,11,19,1,premium,tarjeta,0,0
36,9.49,6,36,1,basico,efectivo,1,1
35,12.19,3,9,3,basico,tarjeta,0,0
6,14.21,5,14,1,basico,transferencia,0,0
12,24.02,16,15,0,estandar,tarjeta,0,0
4,6.12,7,1,2,basico,tarjeta,0,0
18,9.04,10,31,1,basico,efectivo,0,0
9,12.07,1,35,2,basico,efectivo,0,1
14,14.96,2,1,0,basico,tarjeta,0,0
10,6.06,10,1,1,basico,efectivo,0,0
60,13.06,11,11,0,basico,tarjeta,0,0
11,12.88,4,12,1,basico,tarjeta,0,0
11,23.19,2,53,0,estandar,tarjeta,0,1
24,9.65,12,0,0,basico,tarjeta,0,0
26,9.05,5,2,0,basico,tarjeta,0,0
15,25.56,8,5,1,estandar,tarjeta,0,0
27,29.51,10,9,1,estandar,tarjeta,1,0
54,16.79,16,14,1,basico,transferencia,0,0
10,20.5,14,11,2,estandar,transferencia,1,0
5,44.25,6,43,1,premium,transferencia,1,1
17,16.23,7,20,1,estandar,tarjeta,0,1
25,45.44,1,9,3,premium,transferencia,0,0
34,27.39,9,3,0,estandar,tarjeta,0,0
19,18.28,11,48,0,basico,transferencia,0,1
13,5.0,11,15,1,basico,tarjeta,0,1
7,20.65,6,38,0,estandar,tarjeta,0,1
29,45.58,4,5,0,premium,tarjeta,0,0
16,18.53,1,56,4,estandar,transferencia,0,1
3,12.69,4,12,2,basico,efectivo,0,1
43,27.49,9,31,0,estandar,transferencia,0,0
5,6.87,9,1,0,basico,efectivo,0,0
25,25.53,6,53,0,estandar,efectivo,0,1
15,20.15,8,46,0,estandar,tarjeta,0,1
3,30.5,8,12,1,estandar,transferencia,0,0
12,45.83,13,9,0,premium,tarjeta,0,0
10,22.44,2,7,0,estandar,tarjeta,0,0
4,20.05,0,19,1,estandar,tarjeta,0,0
18,26.56,7,57,0,estandar,efectivo,0,1
23,50.43,5,9,0,premium,transferencia,0,0
12,41.91,2,3,1,premium,tarjeta,0,1
10,10.24,0,9,2,basico,tarjeta,0,0
19,21.99,9,13,0,estandar,tarjeta,0,0
1,18.22,6,6,0,basico,transferencia,0,0
9,37.37,12,22,0,premium,efectivo,0,0
10,30.14,5,21,0,estandar,tarjeta,0,0
13,10.49,6,5,0,basico,tarjeta,1,0
3,11.71,1,4,1,basico,tarjeta,0,1
2,10.64,9,12,2,basico,tarjeta,0,0
5,25.96,1,26,0,estandar,tarjeta,1,0
17,9.08,4,2,0,basico,tarjeta,0,0
9,16.23,8,16,2,basico,tarjeta,1,1
5,49.4,6,11,1,premium,tarjeta,1,0
39,21.07,9,66,0,estandar,efectivo,0,1
10,14.67,3,60,1,basico,tarjeta,0,1
13,10.57,6,14,1,basico,tarjeta,1,0
29,45.21,7,10,1,premium,transferencia,1,0
14,31.1,10,28,2,estandar,efectivo,0,0
18,22.3,11,7,0,estandar,tarjeta,1,0
7,15.71,11,7,1,basico,tarjeta,0,0
13,13.83,16,11,0,basico,transferencia,0,0
36,11.22,10,8,1,basico,tarjeta,1,0
17,26.47,9,38,0,estandar,transferencia,0,1
15,12.99,8,21,0,basico,tarjeta,0,0
11,7.37,7,2,2,basico,tarjeta,0,0
4,22.57,6,9,4,estandar,tarjeta,0,1
27,40.82,5,44,1,premium,transferencia,0,1
12,23.89,3,26,2,estandar,tarjeta,1,1
7,30.38,6,17,0,estandar,tarjeta,0,0
4,27.32,7,22,0,estandar,tarjeta,0,0
16,6.27,0,23,0,basico,transferencia,0,0
5,10.91,5,65,0,basico,tarjeta,0,1
27,25.93,3,73,2,estandar,transferencia,0,1
8,14.98,11,23,0,basico,transferencia,0,1
13,22.4,7,9,0,estandar,tarjeta,0,0
17,40.05,0,2,0,premium,efectivo,1,0
15,44.77,16,1,2,premium,efectivo,1,0
23,14.28,0,50,0,basico,tarjeta,0,1
8,12.94,9,26,1,basico,tarjeta,0,0
13,8.46,5,9,0,basico,tarjeta,0,0
19,19.02,14,13,0,basico,tarjeta,0,0
34,11.6,6,33,0,basico,tarjeta,0,0
22,12.77,8,18,1,basico,efectivo,1,1
25,22.35,13,7,0,estandar,efectivo,1,0
10,29.43,5,18,0,estandar,tarjeta,1,1
17,47.29,8,7,0,premium,tarjeta,0,0
31,13.26,12,9,0,basico,tarjeta,1,0
12,7.39,7,5,1,basico,tarjeta,0,0
17,16.38,8,8,1,basico,tarjeta,1,0
3,15.03,5,6,0,basico,efectivo,0,0
20,16.06,1,26,1,basico,efectivo,0,1
15,45.15,7,20,1,premium,tarjeta,0,0
19,11.7,1,57,1,basico,transferencia,0,1
10,11.27,8,44,0,basico,tarjeta,0,1
2,34.12,2,26,0,estandar,transferencia,0,1
21,22.83,5,64,0,estandar,tarjeta,0,1
7,20.26,2,3,0,estandar,tarjeta,0,0
3,10.51,2,32,3,basico,transferencia,0,1
14,42.87,6,48,2,premium,tarjeta,1,1
37,17.04,3,13,0,basico,tarjeta,0,0
6,6.58,7,41,1,basico,tarjeta,0,1
8,22.75,5,8,1,estandar,transferencia,0,0
22,45.76,10,11,1,premium,transferencia,0,0
11,17.07,9,19,1,basico,tarjeta,0,0
21,27.85,2,60,1,estandar,tarjeta,0,1
10,18.48,1,68,1,basico,transferencia,0,1
9,13.38,22,27,0,basico,tarjeta,1,0
7,11.19,15,2,0,basico,tarjeta,0,0
16,28.42,10,32,1,estandar,transferencia,1,1
7,6.53,2,90,0,basico,tarjeta,0,1
9,18.16,11,16,2,estandar,transferencia,0,0
27,15.91,4,18,1,basico,tarjeta,0,1
47,45.84,7,15,1,premium,transferencia,0,0
17,48.86,6,19,1,premium,tarjeta,1,0
27,8.59,12,7,0,basico,tarjeta,0,0
10,17.14,7,78,1,basico,tarjeta,1,1
11,14.68,3,5,0,basico,efectivo,0,0
15,44.88,6,15,0,premium,efectivo,0,0
7,12.83,2,22,0,basico,transferencia,0,0
9,26.39,0,17,0,estandar,tarjeta,0,0
20,8.57,3,5,1,basico,tarjeta,0,0
13,23.46,5,33,0,estandar,transferencia,0,1
12,26.32,10,38,0,estandar,transferencia,0,0
11,23.3,6,4,0,estandar,tarjeta,0,0
5,39.12,12,35,0,premium,efectivo,0,1
14,13.18,7,16,2,basico,tarjeta,0,1
7,48.34,3,4,0,premium,tarjeta,0,0
3,16.27,10,15,0,basico,efectivo,0,0
5,27.13,12,10,0,estandar,tarjeta,0,0
11,48.27,3,5,0,premium,tarjeta,0,0
19,28.95,6,5,0,estandar,tarjeta,0,0
23,25.32,4,30,0,estandar,efectivo,0,1
4,5.0,0,42,2,basico,tarjeta,1,1
18,16.64,6,16,0,basico,transferencia,1,0
38,8.43,6,17,2,basico,tarjeta,1,1
24,20.48,5,60,0,estandar,tarjeta,1,1
14,20.59,3,2,2,estandar,tarjeta,0,0
15,21.94,9,1,0,basico,tarjeta,0,0
14,13.76,4,30,3,basico,tarjeta,0,1
9,7.83,8,1,0,basico,tarjeta,0,0
24,9.27,15,10,0,basico,transferencia,0,0
6,12.0,10,2,0,basico,tarjeta,1,0
15,47.17,5,17,0,premium,transferencia,1,0
3,26.12,3,3,1,estandar,transferencia,0,0
26,8.29,10,8,0,basico,tarjeta,0,0
14,26.27,10,36,2,estandar,tarjeta,0,1
4,42.56,5,0,2,premium,tarjeta,0,0
32,16.19,9,4,0,basico,tarjeta,0,0
12,12.23,4,20,1,basico,tarjeta,0,0
4,8.96,16,31,1,basico,tarjeta,0,1
40,14.76,9,23,2,basico,tarjeta,0,0
10,26.53,1,35,0,estandar,tarjeta,0,1
7,43.1,5,47,0,premium,efectivo,0,1
15,14.92,5,8,0,basico,tarjeta,0,0
5,27.52,0,3,1,estandar,tarjeta,1,0
9,16.81,6,15,2,basico,tarjeta,1,0
29,27.84,1,14,3,estandar,transferencia,0,1
11,24.14,5,20,0,estandar,tarjeta,0,0
17,5.24,5,9,0,basico,tarjeta,0,0
30,12.75,11,12,0,basico,transferencia,0,0
10,26.37,3,3,0,estandar,tarjeta,0,0
7,45.2,4,90,4,premium,tarjeta,1,1
20,5.0,10,18,2,basico,tarjeta,0,1
4,14.72,11,19,0,basico,transferencia,0,0
6,8.35,3,90,0,basico,efectivo,0,1
3,27.74,4,9,0,estandar,transferencia,0,0
29,31.8,14,34,0,estandar,tarjeta,0,0
13,23.99,0,14,0,estandar,tarjeta,0,1
20,26.75,9,51,2,estandar,tarjeta,0,1
6,45.13,0,2,1,premium,transferencia,0,0
17,47.1,15,7,0,premium,efectivo,0,0
17,12.41,4,6,0,basico,transferencia,0,0
40,22.93,12,4,0,estandar,tarjeta,0,0
19,8.38,13,7,0,basico,transferencia,0,0
23,18.36,12,12,0,basico,efectivo,0,0
14,46.75,6,4,0,premium,transferencia,0,0
1,28.32,3,45,0,estandar,transferencia,0,0
16,46.6,9,13,1,premium,tarjeta,0,0
11,15.9,4,18,2,basico,transferencia,0,0
11,21.42,9,5,0,estandar,tarjeta,0,0
9,25.33,14,18,0,estandar,tarjeta,1,0
11,14.02,18,3,1,basico,transferencia,0,0
8,17.17,5,30,0,basico,efectivo,0,1
21,35.69,5,14,0,estandar,efectivo,0,0
5,13.63,3,2,2,basico,tarjeta,0,0
37,42.36,9,5,0,premium,tarjeta,0,0
20,7.22,7,15,0,basico,tarjeta,0,0
25,8.38,11,7,1,basico,transferencia,0,0
6,21.9,3,23,1,estandar,transferencia,0,1
8,5.0,15,7,0,basico,efectivo,1,0
14,42.3,14,28,1,premium,tarjeta,1,0
13,27.87,7,23,2,estandar,tarjeta,0,1
20,12.3,4,17,0,basico,transferencia,0,0
13,23.97,2,35,2,estandar,tarjeta,0,1
38,18.51,7,4,0,estandar,efectivo,0,0
6,29.2,9,16,0,estandar,tarjeta,1,1
5,47.05,3,36,0,premium,tarjeta,0,1
8,24.95,5,12,0,estandar,tarjeta,0,0
11,16.19,16,6,0,estandar,efectivo,0,0
27,10.04,13,6,1,basico,transferencia,1,0
17,26.73,9,15,0,estandar,transferencia,0,0
1,44.89,3,20,1,premium,transferencia,0,0
1,25.77,14,7,2,estandar,tarjeta,0,0
12,27.74,6,43,5,estandar,transferencia,1,1
9,12.62,9,4,0,basico,efectivo,0,0
12,27.6,6,3,1,estandar,tarjeta,1,1
11,41.63,6,34,0,premium,transferencia,0,0
34,7.11,10,15,0,basico,tarjeta,0,0
24,13.91,9,25,1,basico,tarjeta,0,0
8,27.73,20,15,0,estandar,tarjeta,0,0
13,27.08,7,0,1,estandar,efectivo,0,0
10,25.53,10,7,0,estandar,tarjeta,0,0
2,10.7,5,11,1,basico,tarjeta,0,0
9,12.84,10,18,1,basico,transferencia,0,1
9,26.52,0,38,0,estandar,tarjeta,0,1
7,26.76,18,2,0,estandar,transferencia,0,0
9,35.43,7,38,0,estandar,efectivo,0,1
10,21.32,4,26,2,estandar,tarjeta,1,1
17,37.9,6,4,0,estandar,tarjeta,0,0
8,19.97,6,19,0,estandar,efectivo,0,0
29,26.54,1,6,1,estandar,tarjeta,0,0
6,20.22,1,50,1,estandar,tarjeta,0,1
26,26.22,18,18,0,estandar,efectivo,0,0
16,15.93,4,8,1,basico,efectivo,1,1
5,12.13,1,1,0,basico,transferencia,1,0
10,28.89,5,90,1,estandar,tarjeta,0,1
35,43.31,13,4,0,premium,efectivo,0,0
6,16.8,9,33,0,estandar,transferencia,0,1
36,14.51,10,0,0,basico,transferencia,1,0
18,25.12,7,18,1,estandar,transferencia,1,1
16,10.08,3,23,1,basico,transferencia,0,0
17,23.36,6,15,1,estandar,tarjeta,0,0
10,46.63,13,1,0,premium,tarjeta,1,0
6,21.74,6,56,1,estandar,tarjeta,0,0
13,26.5,11,2,0,estandar,tarjeta,0,0
16,16.75,8,11,0,basico,tarjeta,0,0
18,20.24,8,7,0,basico,tarjeta,0,0
18,50.62,20,19,0,premium,transferencia,0,0
21,25.65,7,1,1,estandar,tarjeta,0,0
45,26.03,10,16,0,estandar,tarjeta,0,1
15,10.4,4,10,1,basico,tarjeta,0,0
28,10.14,3,59,1,basico,tarjeta,0,1
19,15.49,1,4,1,basico,transferencia,0,0
48,10.77,7,39,0,basico,tarjeta,0,0
14,13.46,10,17,0,basico,tarjeta,0,0
13,41.15,5,13,0,premium,transferencia,0,1
27,30.48,8,7,1,estandar,tarjeta,1,0
27,10.71,2,3,0,basico,tarjeta,0,0
11,16.35,3,35,0,basico,transferencia,0,1
18,9.18,5,19,0,basico,tarjeta,0,1
21,41.97,3,22,0,premium,transferencia,1,0
20,17.31,6,7,0,basico,transferencia,0,0
17,22.5,11,5,0,estandar,efectivo,0,0
3,38.73,10,11,0,premium,tarjeta,0,0
21,7.84,19,5,0,basico,transferencia,0,0
21,28.43,11,23,3,estandar,transferencia,0,0
18,48.04,1,71,0,premium,tarjeta,0,1
10,8.95,9,17,1,basico,efectivo,0,1
33,9.47,8,29,0,basico,tarjeta,0,0
6,47.69,7,1,0,premium,efectivo,0,0
28,50.26,3,90,0,premium,transferencia,0,1
6,24.72,15,17,0,estandar,tarjeta,0,1
25,27.22,0,18,1,estandar,tarjeta,0,1
6,15.49,11,12,0,basico,efectivo,0,0
24,53.61,10,52,0,premium,tarjeta,0,1
38,20.38,2,2,0,estandar,tarjeta,1,0
38,9.33,17,2,0,basico,tarjeta,0,0
33,22.97,2,42,0,estandar,transferencia,0,0
14,48.31,1,30,1,premium,tarjeta,0,0
8,43.99,6,19,0,premium,tarjeta,0,0
12,13.25,8,5,0,basico,transferencia,0,0
26,12.49,15,2,1,basico,tarjeta,1,0
20,45.01,11,12,3,premium,tarjeta,0,0
51,45.43,1,6,1,premium,tarjeta,0,0
9,29.12,13,31,0,estandar,efectivo,0,1
40,21.12,13,2,0,estandar,efectivo,0,0
13,24.41,0,57,0,estandar,tarjeta,0,1
6,7.14,8,21,1,basico,tarjeta,0,0
17,12.91,5,44,0,basico,tarjeta,0,1
20,11.22,4,12,1,basico,efectivo,0,1
31,16.28,6,22,0,basico,tarjeta,0,0
9,44.98,8,41,1,premium,tarjeta,0,0
17,10.22,6,50,0,basico,efectivo,1,1
14,11.01,9,43,0,basico,tarjeta,0,1
11,31.89,6,6,0,estandar,tarjeta,0,0
37,5.72,4,90,0,basico,tarjeta,1,1
20,9.49,6,6,1,basico,transferencia,0,0
2,25.14,8,1,0,estandar,tarjeta,0,0
17,9.45,7,8,1,basico,efectivo,0,0
3,26.96,7,21,0,estandar,tarjeta,1,1
16,44.77,11,28,1,premium,tarjeta,0,0
4,13.02,10,38,0,basico,transferencia,0,0
20,45.47,6,36,0,premium,transferencia,0,0
3,44.59,7,44,0,premium,transferencia,0,0
6,39.84,6,3,0,premium,transferencia,0,0
24,25.7,11,24,1,estandar,tarjeta,0,1
14,17.95,3,4,0,estandar,transferencia,0,0
4,22.31,1,5,1,estandar,tarjeta,0,0
35,26.96,7,10,0,estandar,tarjeta,1,0
10,16.76,4,15,1,basico,efectivo,0,1
11,54.4,0,1,1,premium,transferencia,1,1
12,23.29,6,45,1,estandar,tarjeta,0,1
21,21.54,7,16,0,estandar,tarjeta,0,0
11,14.09,12,1,0,basico,efectivo,0,0
13,19.48,10,28,0,basico,tarjeta,0,0
29,31.13,5,19,0,estandar,tarjeta,0,0
27,20.86,13,9,0,estandar,tarjeta,0,0
12,11.44,6,18,0,basico,tarjeta,0,0
12,15.4,6,5,0,basico,tarjeta,0,0
1,15.68,4,15,1,basico,efectivo,0,1
16,27.37,4,25,0,estandar,tarjeta,1,1
24,10.21,5,30,2,basico,tarjeta,0,0
10,47.33,7,16,0,premium,transferencia,0,0
32,15.72,9,17,0,basico,tarjeta,0,0
3,8.27,2,17,0,basico,transferencia,1,1
7,17.32,3,11,0,basico,transferencia,0,0
30,28.97,4,10,2,estandar,transferencia,0,0
23,22.03,7,24,0,estandar,transferencia,0,0
3,28.7,6,8,0,estandar,transferencia,0,0
3,48.25,4,6,2,premium,transferencia,0,1
21,15.4,15,23,0,basico,transferencia,1,0
18,31.3,9,1,2,estandar,tarjeta,0,0
11,11.96,11,18,2,basico,transferencia,0,0
31,13.33,9,2,0,basico,transferencia,0,0
8,14.45,6,18,1,estandar,tarjeta,1,0
2,16.46,2,38,0,basico,efectivo,0,1
21,29.08,8,32,0,estandar,tarjeta,0,0
25,30.42,6,15,2,estandar,tarjeta,0,1
9,21.25,6,5,0,estandar,efectivo,1,0
5,28.85,6,3,2,estandar,tarjeta,0,0
2,29.07,4,23,1,estandar,tarjeta,0,1
13,9.4,7,51,2,basico,tarjeta,0,1
17,16.22,5,15,0,basico,efectivo,0,0
26,13.85,7,3,1,basico,tarjeta,0,0
18,18.21,5,29,1,estandar,transferencia,0,1
9,47.34,4,26,0,premium,transferencia,0,0
16,8.93,2,63,0,basico,transferencia,0,1
27,18.3,5,90,0,estandar,efectivo,0,1
17,26.47,4,3,0,estandar,transferencia,0,0
24,44.74,7,14,2,premium,tarjeta,1,0
5,30.62,2,34,0,estandar,efectivo,1,1
21,25.73,15,15,0,estandar,tarjeta,0,0
18,28.11,2,20,0,estandar,tarjeta,0,0
11,47.04,0,2,2,premium,tarjeta,0,0
27,16.08,10,5,0,basico,transferencia,0,0
45,41.45,6,8,1,premium,tarjeta,0,0
3,12.79,6,9,0,basico,tarjeta,0,0
11,44.44,4,37,1,premium,tarjeta,1,1
13,14.61,7,10,1,basico,tarjeta,0,0
14,13.02,8,16,0,basico,tarjeta,0,0
8,9.54,7,37,0,basico,transferencia,0,1
3,10.65,6,9,1,basico,tarjeta,0,0
11,18.59,0,13,2,basico,tarjeta,1,1
13,5.22,2,7,0,basico,tarjeta,0,0
11,27.84,5,1,1,estandar,tarjeta,0,0
13,16.97,0,27,1,basico,transferencia,1,1
16,27.32,2,38,2,estandar,tarjeta,0,1
12,52.88,1,3,0,premium,tarjeta,0,0
8,28.75,4,13,0,estandar,efectivo,0,1
13,13.54,4,19,1,basico,tarjeta,0,0
17,10.13,9,10,0,basico,tarjeta,1,0
14,46.61,4,3,0,premium,transferencia,0,0
47,14.73,8,25,2,basico,transferencia,0,0
